,links,title
903,www.promedmail.org/post/4160048,"Salmonellosis, st I 4,[5], 12:i:- - USA: (WA) pork, 2015"
1042,www.promedmail.org/post/3770595,"Serratia marcescens - UK: (Scotland) neonatal unit, fatal"
1033,www.promedmail.org/post/3732921,"Shigellosis - USA (03): travel, MSM, antimicrobial resistance"
1036,www.promedmail.org/post/3735635,Shigellosis - USA (04): (CA) restaurant
1038,www.promedmail.org/post/3748031,Shigellosis - USA (05): (CA) restaurant
927,www.promedmail.org/post/3755457,"Shigellosis - USA (06): (CA,MO)"
1056,www.promedmail.org/post/3860566,"Staph. aureus (MRSA) comm acq - USA: (NC) cosmetology students, RFI"
1069,www.promedmail.org/post/4065389,"Tuberculosis, MDR - Papua New Guinea: (WE)"
357,www.promedmail.org/post/4294856,"Tuberculosis, MDR - Singapore: (AMK) neighborhood outbreak, RFI"
292,www.promedmail.org/post/4441082, Gonococcal disease - USA (04): (NH)
1106,www.promedmail.org/post/4469148,Announcements (06): ISID Letter to UN on AMR
1100,www.promedmail.org/post/4400601,"Antibiotic resistance - Europe, Canada: colistin, MCR-1, E. coli, bovine, human"
1113,www.promedmail.org/post/4492825,"Antibiotic resistance - France: non-MCR-1, colistin/carbapenem, 2014"
1103,www.promedmail.org/post/4459453,"Antibiotic resistance - USA (04): (NJ) colistin/carbapenem, MCR-1, E. coli, human"
220,www.promedmail.org/post/4479863,"Antibiotic resistance - USA (05): colistin, MCR-1, E. coli, new case, contacts"
559,www.promedmail.org/post/4496481,"Antibiotic resistance - USA (06): ESBL, FQ, E. coli, UTI"
1117,www.promedmail.org/post/4511617,"Antibiotic resistance (02): UN General Assembly 2016, WHO Global Action Plan"
1119,www.promedmail.org/post/4548738,Antibiotic resistance (03): India (TG) environmental pollution
758,www.promedmail.org/post/4574059,"Antibiotic resistance (04): India, China, environmental pollution"
987,www.promedmail.org/post/4478868,"Antibiotic resistance, Salmonella - USA: NARMS, 2014"
1115,www.promedmail.org/post/4497194,"Antibiotic resistance: International Journal of Infectious Diseases, editorial"
622,www.promedmail.org/post/4487779,"Calendar (01): One Health Day, 3 Nov 2016"
443,www.promedmail.org/post/4422637,"Elizabethkingia anophelis - USA (19): (WI) fatal, community acquired"
1110,www.promedmail.org/post/4479782,"Gonococcal disease - UK (02): azithromycin resistance, spread, MSM, RFI"
1099,www.promedmail.org/post/4349791,"Gonococcal disease - USA (03): increasing azithromycin resistance, 2014"
964,www.promedmail.org/post/4478352,Gonococcal disease: WHO treatment guidelines
1114,www.promedmail.org/post/4496529,"Mycobacterium abscessus - USA: (CA) nosocomial, dental, child"
1120,www.promedmail.org/post/4561346,"Mycoplasma pneumoniae - Denmark: (HS,ND)"
1097,www.promedmail.org/post/4379342,New in IJID (02): June 2016. Special issue on mass gathering medicine
706,www.promedmail.org/post/4396893,New in IJID (03): August 2016
1121,www.promedmail.org/post/4581350,New in IJID (05): October 2016
1127,www.promedmail.org/post/4641660,New in IJID (06): November 2016
1130,www.promedmail.org/post/4663570,"Salmonellosis, st Heidelberg - USA: multidrug resistance, cattle contact"
1126,www.promedmail.org/post/4602617,Shigellosis - USA: (MI)
1105,www.promedmail.org/post/4464085,"Shigellosis, antimicrobial resistant - South Asia: spread"
1123,www.promedmail.org/post/4589422,"Syphilis, gonococcal disease, chlamydia - USA (04): (CA) 2015 CDC national report"
139,www.promedmail.org/post/4575990,"Achromobacter - Germany: (BW) pseudobacteremia, nosocomial contamination,2014-15"
382,www.promedmail.org/post/3119069,"Acinetobacter - Germany: (SH) fatal, nosocomial, multidrug-resistance"
613,www.promedmail.org/post/4487658,"Acinetobacter - Spain: (MU) fatal, ICU"
370,www.promedmail.org/post/2993271,"Acinetobacter - UK: (N Ireland) ICU, multidrug-resistance, RFI"
390,www.promedmail.org/post/3435889,"Acinetobacter - USA (02): (PR) fatal, nosocomial"
389,www.promedmail.org/post/3291804,"Acinetobacter - USA: fatal, XDR, nosocomial, immunocompetent patients"
83,www.promedmail.org/post/2200502,Acinetobacter baumannii from house flies
509,www.promedmail.org/post/2203651,"Acinetobacter, drug resistant - Iraq: RFI"
508,www.promedmail.org/post/3342,"Acinetobacter, drug resistant - UK ex Iraq"
522,www.promedmail.org/post/2205981,"Acinetobacter, drug resistant - USA ex Iraq (02): alert, corr."
990,www.promedmail.org/post/2199975,"Acinetobacter, drug-resistant - Turkey"
609,www.promedmail.org/post/43407,"Acinetobacter, resistant - UK, USA, Canada, imported"
406,www.promedmail.org/post/3101019,Acute rheumatic fever- New Zealand: increased incidence
140,www.promedmail.org/post/25251,"Aflatoxin, peanuts - Saudi Arabia (Riyadh)"
908,www.promedmail.org/post/309772,"American foul brood, apiary - Jamaica: (Surrey)"
195,www.promedmail.org/post/175724,"American foul brood, apiary - South Africa (03)"
1132,www.promedmail.org/post/171088,"American foul brood, apiary - South Africa: (WC)"
205,www.promedmail.org/post/259640,"American foul brood, apiary - UK: (Scotland)"
375,www.promedmail.org/post/3063689,"American foulbrood, apis - North America: new toxin identified"
395,www.promedmail.org/post/3305950,"American foulbrood, apis - South Africa: (WC) susp, RFI"
431,www.promedmail.org/post/4970973,"American foulbrood, apis - USA (02): (HI)"
788,www.promedmail.org/post/4879664,"American foulbrood, apis - USA: (HI)"
150,www.promedmail.org/post/4578597,Anaplasmosis - USA (02): (KY) bovine
237,www.promedmail.org/post/532393,"Anaplasmosis, bovine - USA: (KS, NE, IA)"
311,www.promedmail.org/post/2044573,"Anaplasmosis, bovine - USA: (NC)"
550,www.promedmail.org/post/1107673,"Anaplasmosis, bovine - USA: (OH)"
197,www.promedmail.org/post/187476,"Anaplasmosis, cattle - Canada (MB)"
1034,www.promedmail.org/post/1412567,Announcement: Winter Course in Infectious Diseases
918,www.promedmail.org/post/1069866,Announcements (01): Lancet Infectious Diseases: free 2-week online trial
1014,www.promedmail.org/post/3406935,Announcements (03): Longitude Prize for solutions to antibiotic resistance
739,www.promedmail.org/post/3237037,Anthrax - Argentina (02): (BA) bovine
545,www.promedmail.org/post/1726180,Anthrax - Argentina (08): BA) bovine
1054,www.promedmail.org/post/4719904,Anthrax - China (02): review 1995-2014
236,www.promedmail.org/post/3569587,"Anthrax - China (04): (SA) human, animal, control"
811,www.promedmail.org/post/4422478,"Anthrax - Russia (09): (SV) 1979, genomics"
500,www.promedmail.org/post/4687642,Anthrax - Russia (17): (YN) reindeer
531,www.promedmail.org/post/373191,Anthrax - UK (10): (Scotland)
507,www.promedmail.org/post/4983066,"Anthrax - Zimbabwe (02): (MN) wildlife, human"
25,www.promedmail.org/post/2192475,Anthrax vaccine safety &amp; efficacy - USA
26,www.promedmail.org/post/2192738,Anthrax vaccines - Russia
592,www.promedmail.org/post/2201158,"Anthrax, airborne, prophylaxis (02): vaccine"
109,www.promedmail.org/post/2208329,"Anthrax, bison, bovine - USA (SD)"
1045,www.promedmail.org/post/2021,"Anthrax, bison, bovine - USA (SD)"
950,www.promedmail.org/post/774489,"Anthrax, bovine - Argentina (02): (BA)"
546,www.promedmail.org/post/1061456,"Anthrax, bovine - Argentina (03): (BA)"
833,www.promedmail.org/post/535623,"Anthrax, bovine - Argentina (05): (BA)"
117,www.promedmail.org/post/2209511,"Anthrax, bovine - India (Madhya Pradesh)"
176,www.promedmail.org/post/90615,"Anthrax, bovine - USA (02): (ND)"
419,www.promedmail.org/post/1240220,"Anthrax, bovine - USA (04): (CO)"
121,www.promedmail.org/post/2819,"Anthrax, bovine - USA (TX)"
243,www.promedmail.org/post/2208070,"Anthrax, human - India (Tamil Nadu): corr."
724,www.promedmail.org/post/2208069,"Anthrax, human - India (Tamil Nadu): corr."
316,www.promedmail.org/post/2192651,"Anthrax, human - Russia (Sverdlovsk): 1979"
435,www.promedmail.org/post/2200871,"Anthrax, human - USA (11)"
87,www.promedmail.org/post/2200975,"Anthrax, human - USA (29)"
86,www.promedmail.org/post/2200881,"Anthrax, human - USA (Washington DC): fatal"
101,www.promedmail.org/post/2204020,"Anthrax, human &amp; livestock - Mexico (Michoacan)"
1108,www.promedmail.org/post/2198608,"Anthrax, human &amp; livestock - USA (Minnesota) (02)"
1169,www.promedmail.org/post/143494,"Anthrax, human, bovine - Argentina: (Buenos Aires)"
235,www.promedmail.org/post/528992,"Anthrax, human, bovine - Bangladesh (16)"
1080,www.promedmail.org/post/2327,"Anthrax, human, fatal - UK (Scotland)"
200,www.promedmail.org/post/218365,"Anthrax, human, livestock, 2008 - Argentina"
729,www.promedmail.org/post/2203255,"Anthrax, livestock vaccination - India (Karnataka)"
570,www.promedmail.org/post/2194374,"Anthrax, new antibiotic"
286,www.promedmail.org/post/1122937,"Anthrax, rhinoceros - India: (DL)"
358,www.promedmail.org/post/2523686,Anthrax: new ecological research
703,www.promedmail.org/post/142615,"Antibiotic contamination, food supply - USA"
62,www.promedmail.org/post/2197152,Antibiotic in poultry feed discontinued
61,www.promedmail.org/post/2197050,Antibiotic in poultry feed discontinued - Worldwide
678,www.promedmail.org/post/2197080,Antibiotic in poultry feed discontinued (02)
30,www.promedmail.org/post/2192987,"Antibiotic mis-use, poultry farms - Malaysia"
1133,www.promedmail.org/post/4335297,"Antibiotic resistance - Belgium: colistin, MCR-2, plasmid, E. coli, pigs, calves"
438,www.promedmail.org/post/4047676,"Antibiotic resistance - Denmark: AR genes, archived soil, 1923-2010"
470,www.promedmail.org/post/4374873,"Antibiotic resistance - Germany: colistin, MCR-1, E. coli, poultry, 2010 - 2015"
427,www.promedmail.org/post/3870429,"Antibiotic resistance - Netherlands: colistin, MCR-1, salmonella, poultry meat"
421,www.promedmail.org/post/3820586,"Antibiotic resistance - UAE: panresist. K. pneum, mobile chrom. colistin-resist."
1023,www.promedmail.org/post/4290293,"Antibiotic resistance - USA (02): colistin, MCR-1, E. coli, pig"
312,www.promedmail.org/post/2073470,"Antibiotic resistance - USA (03): vancomycin, comment"
1154,www.promedmail.org/post/5003312,"Antibiotic resistance - USA: (CA) MDR-Acinetobacter, bacteriophage therapy"
942,www.promedmail.org/post/2048866,"Antibiotic resistance - USA: vancomycin, crow"
1141,www.promedmail.org/post/4799871,"Antibiotic resistance (01): China, colistin, MCR-1 clin. Enterobacteriaceae isolates"
1146,www.promedmail.org/post/4871299,"Antibiotic resistance (02): WHO, priority pathogens"
1161,www.promedmail.org/post/5055025,"Antibiotic resistance (03): USA (TX) MDR K. pneumoniae, CG307 predominant clone"
693,www.promedmail.org/post/5062031,"Antibiotic resistance (04): Canada, Fosfomycin, fosA7 gene, Salmonella, chickens"
892,www.promedmail.org/post/5066686,"Antibiotic resistance (05): China, colistin, mcr-1, hospital outbreak"
537,www.promedmail.org/post/5098312,"Antibiotic resistance (06): Denmark, MRSA, asylum seekers"
269,www.promedmail.org/post/5204394,"Antibiotic resistance (07): India, poultry"
469,www.promedmail.org/post/383284,Antibiotic resistance &amp; agricultural uses - USA
66,www.promedmail.org/post/2197794,Antibiotic resistance &amp; agricultural uses - USA (02)
224,www.promedmail.org/post/385368,Antibiotic resistance &amp; agricultural uses - USA (02): (Europe)
111,www.promedmail.org/post/386574,Antibiotic resistance &amp; agricultural uses - USA (03)
65,www.promedmail.org/post/2197354,Antibiotic resistance increasing - USA (California)
272,www.promedmail.org/post/960890,"Antibiotic resistance, E. coli - UK (02): (Wales) ESBL"
792,www.promedmail.org/post/959476,"Antibiotic resistance, E. coli - UK: (Wales) ESBL"
143,www.promedmail.org/post/3722447,"Antibiotic resistance, E. coli - USA: ESBL, community-associated"
72,www.promedmail.org/post/2199080,"Antibiotic resistance, gonococci - UK (Scotland)"
1128,www.promedmail.org/post/2199152,"Antibiotic resistance, gonococci - USA: 1999"
40,www.promedmail.org/post/2193926,"Antibiotic resistance, livestock - USA"
41,www.promedmail.org/post/2193959,"Antibiotic resistance, livestock - USA"
259,www.promedmail.org/post/786078,"Antibiotic resistance, Neisseria gonorrhoeae - Japan: ceftriaxone"
887,www.promedmail.org/post/906662,"Antibiotic resistance, Neisseria gonorrhoeae - UK: cefixime"
472,www.promedmail.org/post/2193242,"Antibiotic resistance, pneumococcal - South Africa &amp; USA"
898,www.promedmail.org/post/938611,"Antibiotic resistance, Salmonella typhi - India (02): (Mumbai) fluoroquinolones"
270,www.promedmail.org/post/929565,"Antibiotic resistance, Salmonella typhi - India: (Mumbai) fluoroquinolones"
58,www.promedmail.org/post/2196688,Antibiotic resistant Acinetobacter - New Zealand
283,www.promedmail.org/post/1081575,Antibiotic use in animals - USA: court ruling
922,www.promedmail.org/post/4122236,"Antibiotic-resistant Enterobacteriaceae - USA (02): endoscope, cases post recall"
387,www.promedmail.org/post/3216172,"Antibiotic-resistant Enterobacteriaceae - USA (03): (CA,CT) ERCP endoscopes"
452,www.promedmail.org/post/4163987,"Antibiotic-resistant Enterobacteriaceae - USA (03): incr. cases, ERCP, 2010-2015"
682,www.promedmail.org/post/4205376,"Antibiotic-resistant Enterobacteriaceae - USA (04): (CA) ERCP, Pseudomonas, 2015"
444,www.promedmail.org/post/3358689,"Antibiotic-resistant Enterobacteriaceae - USA (04): ERCP endoscopes, update"
400,www.promedmail.org/post/3368314,"Antibiotic-resistant Enterobacteriaceae - USA (05): ERCP endoscopes, FDA, update"
416,www.promedmail.org/post/3590315,"Antibiotic-resistant Enterobacteriaceae - USA (06): ERCP endoscopes, FDA, update"
417,www.promedmail.org/post/3602071,"Antibiotic-resistant Enterobacteriaceae - USA (07): ERCP endoscopes, FDA, update"
381,www.promedmail.org/post/3117058,"Antibiotic-resistant Enterobacteriaceae - USA: (WA) fatal, ERCP endoscopes"
433,www.promedmail.org/post/3941747,"Antibiotic-resistant Enterobacteriaceae - USA: Olympus ERCP endoscopes, recall"
938,www.promedmail.org/post/3348299,"Antibiotic-resistant Klebsiella - Brazil: (RS) NICU, RFI"
29,www.promedmail.org/post/2192971,"Antibiotics, consequences of agricultural uses"
32,www.promedmail.org/post/2192998,"Antibiotics, consequences of agricultural uses (02)"
108,www.promedmail.org/post/2208199,Arcanobacterium haemolyticum - S. Korea (Gyeonggi)
1180,www.promedmail.org/post/1176,"Avian influenza, human - East Asia (118): evolution"
289,www.promedmail.org/post/1622,"Avian influenza, human - East Asia (203): Tamiflu resistance"
332,www.promedmail.org/post/6749,"Avian influenza, human (15): Egypt, drug resistance"
178,www.promedmail.org/post/3134180,"Avian influenza, human (31): China (GD) H7N9, CDC interim guidance"
574,www.promedmail.org/post/1641464,"Avian influenza, human (41): China H7N9 update"
1170,www.promedmail.org/post/1642086,"Avian influenza, human (42): China (BJ), H7N9"
329,www.promedmail.org/post/2257103,"Avian influenza, human (58): China, H10N8, epidemic potential"
302,www.promedmail.org/post/1672341,"Avian influenza, human (60): China H7N9 update"
380,www.promedmail.org/post/1689393,"Avian influenza, human (70): China H7N9, severity hypothesis"
318,www.promedmail.org/post/2136066,"Babesiosis, anaplasmosis - USA: (MA)"
349,www.promedmail.org/post/2596505,"Babesiosis, canine - Turks &amp; Caicos islands"
762,www.promedmail.org/post/4270866,"Bacillus cereus, anthrax-like infection - USA (FL) human"
291,www.promedmail.org/post/1166145,"Bacterial blight, oat - Canada: (MB)"
1025,www.promedmail.org/post/794854,"Bacterial canker, kiwifruit - Australia: 1st rep"
248,www.promedmail.org/post/683576,"Bacterial canker, kiwifruit - Chile: 1st rep (OH, ML)"
869,www.promedmail.org/post/1365587,"Bacterial canker, kiwifruit - Chile: spread"
845,www.promedmail.org/post/4050698,"Bacterial canker, kiwifruit - China: reservoir hosts"
953,www.promedmail.org/post/3412393,"Bacterial canker, kiwifruit - Greece: 1st rep"
776,www.promedmail.org/post/4945381,"Bacterial canker, kiwifruit - Italy"
226,www.promedmail.org/post/409698,"Bacterial canker, kiwifruit - Italy: Lazio"
847,www.promedmail.org/post/585717,"Bacterial canker, kiwifruit - New Zealand"
263,www.promedmail.org/post/575773,"Bacterial canker, kiwifruit - New Zealand, France: 1st"
262,www.promedmail.org/post/829728,"Bacterial canker, kiwifruit - New Zealand, Italy: spread"
796,www.promedmail.org/post/3332617,"Bacterial canker, kiwifruit - New Zealand: streptomycin resistance"
720,www.promedmail.org/post/1060778,"Bacterial canker, kiwifruit - New Zealand: update"
539,www.promedmail.org/post/1160720,"Bacterial canker, sweet cherry - USA: (MI)"
231,www.promedmail.org/post/451764,"Bacterial canker, sweet chestnut - Spain: (CL)"
217,www.promedmail.org/post/349687,"Bacterial diseases, stone fruit - Switzerland, China: 1st reps"
491,www.promedmail.org/post/4598659,"Bacterial leaf blight, rice - Bangladesh: (RJ)"
423,www.promedmail.org/post/3868035,"Bacterial leaf blight, rice - India: (TN)"
866,www.promedmail.org/post/4729157,"Bacterial leaf blight, rice - India: (TN)"
451,www.promedmail.org/post/4138616,"Bacterial leaf blight, rice - Peru: (PI)"
503,www.promedmail.org/post/4927699,"Bacterial leaf blight, rice - Philippines: (NS)"
1027,www.promedmail.org/post/4558824,"Bacterial leaf blight, rice - Viet Nam: (Mekong Delta)"
328,www.promedmail.org/post/2244788,"Bacterial spot, almond - USA: (CA)"
439,www.promedmail.org/post/2764747,"Bacterial spot, stone fruit - Spain: emerging"
114,www.promedmail.org/post/2209003,"Bacterial wilt, beans - Spain"
246,www.promedmail.org/post/651242,Bedbug - UK: resurgence
127,www.promedmail.org/post/6186,"Botulism, fatal - Brazil (Ceara)"
1102,www.promedmail.org/post/4427272,"Brucellosis - Israel (04): camel milk, human infection, comment"
304,www.promedmail.org/post/4977842,Brucellosis - Kenya: false positive serologies
162,www.promedmail.org/post/1024159,"Brucellosis, human - USA (03): (MA), unpasteurized milk, NOT"
825,www.promedmail.org/post/1017730,"Brucellosis, human - USA: (MA), unpasteurized milk"
1037,www.promedmail.org/post/1492801,"Brucellosis, human, abortus - USA: (NY) ex Ecuador, cheese"
690,www.promedmail.org/post/50025,"Brucellosis, lab workers, 2006 - USA: (IN, MN)"
478,www.promedmail.org/post/4412409,"Burkholderia cepacia - USA (02): ICU, ventilated, docusate susp, recall"
487,www.promedmail.org/post/4538531,"Burkholderia cepacia - USA (03): long-term care, IV saline flushes, recall"
493,www.promedmail.org/post/4629138,"Burkholderia cepacia - USA (05): fatal, IV saline flushes, recall, more cases"
467,www.promedmail.org/post/4338923,"Burkholderia cepacia - USA: ICU, ventilated, docusate susp, alert"
730,www.promedmail.org/post/4549273,"Burkholderia cepacia - Venezuela: (AG) nosocomial, infant, water susp, RFI"
579,www.promedmail.org/post/2197409,"Burkholderia cepacia, body lotions - USA: recall"
858,www.promedmail.org/post/2199547,"Burkholderia cepacia, mouth rinse - USA: recall"
267,www.promedmail.org/post/907995,Calendar (03): 38th Remington Winter Course in ID
388,www.promedmail.org/post/3635165,Calendar (03): Primary Amebic Meningoencephalitis Summit - USA: 11 Sep 2015
1118,www.promedmail.org/post/2202909,"Campylobacter, chickens - UK: free-range rearing"
1168,www.promedmail.org/post/2195733,"Campylobacter, resistance increasing - USA"
1192,www.promedmail.org/post/5228455,Campylobacteriosis - UK (02): (Wales) raw milk
1136,www.promedmail.org/post/4750286,Campylobacteriosis - UK: (England) unpasteurized milk
1039,www.promedmail.org/post/3755260,"Campylobacteriosis, E. coli EHEC - USA (02): (ID) unpasteurized milk"
1182,www.promedmail.org/post/4537152,"Candida auris - Americas: emerg, drug-resist, nosocom pathogen, PAHO/WHO, alert"
506,www.promedmail.org/post/4966492,Candida auris - Panama: (Panama City) nosocomial
344,www.promedmail.org/post/4895788,Candida auris - USA
1155,www.promedmail.org/post/5004770,Candida auris - USA (03): (NY) fatality
466,www.promedmail.org/post/4322149,"Candida auris: emerging, drug-resistant, nosocomial pathogen, alert"
744,www.promedmail.org/post/4652418,"Carbapenem-resistant Enterobacteriaceae - Ireland: (LK) nosocomial, fatal, 2009-2015"
1148,www.promedmail.org/post/4545844,Carbapenem-resistant Enterobacteriaceae - USA: (CA) reportable
399,www.promedmail.org/post/3359072,"Carbapenem-resistant Gram-negative bacilli - Europe: ERCP endoscope, 2012"
175,www.promedmail.org/post/85645,"Cephalosporium stripe, wheat - USA: (IL)"
129,www.promedmail.org/post/8859,"Chimpanzees, antibiotic resistance - Uganda"
886,www.promedmail.org/post/8913,"Chimpanzees, antibiotic resistance - Uganda (02)"
1177,www.promedmail.org/post/5159221,"Chlamydia, livestock - Australia"
27,www.promedmail.org/post/2192767,Cholera - Comoros Islands
1171,www.promedmail.org/post/562604,Cholera - Haiti (04): (AR)
240,www.promedmail.org/post/565941,Cholera - Haiti (06): WHO
1138,www.promedmail.org/post/2195229,Cholera - India: new strains?
54,www.promedmail.org/post/2196354,Cholera - Madagascar: compulsory meds. (02)
55,www.promedmail.org/post/2196420,Cholera - Madagascar: compulsory meds. (03)
14,www.promedmail.org/post/2190789,Cholera - Thailand
378,www.promedmail.org/post/2194432,"Cholera O139, imported - Netherlands ex India"
46,www.promedmail.org/post/2195140,"Cholera, diarrhea &amp; dysentery reports: Feb 25"
43,www.promedmail.org/post/2194945,"Cholera, diarrhea &amp; dysentery reports: Jan 14"
50,www.promedmail.org/post/2195749,"Cholera, diarrhea &amp; dysentery reports: May 26"
684,www.promedmail.org/post/2196649,"Cholera, diarrhea &amp; dysentery reports: Sep 30"
408,www.promedmail.org/post/4846873,"Cholera, diarrhea &amp; dysentery update (06): Africa"
454,www.promedmail.org/post/5105568,"Cholera, diarrhea &amp; dysentery update (52): Africa, Asia"
422,www.promedmail.org/post/2207996,"Cholera, diarrhea &amp; dysentery update 2005 (21)"
985,www.promedmail.org/post/2208547,"Cholera, diarrhea &amp; dysentery update 2005 (33)"
475,www.promedmail.org/post/35040,"Cholera, diarrhea &amp; dysentery update 2007 (53)"
770,www.promedmail.org/post/36058,"Cholera, diarrhea &amp; dysentery update 2007 (56)"
185,www.promedmail.org/post/127709,"Cholera, diarrhea &amp; dysentery update 2008 (43): Congo DR"
745,www.promedmail.org/post/400797,"Cholera, diarrhea &amp; dysentery update 2010 (07): Asia, Americas"
233,www.promedmail.org/post/527633,"Cholera, diarrhea &amp; dysentery update 2010 (24)"
253,www.promedmail.org/post/741018,"Cholera, diarrhea &amp; dysentery update 2011 (13): Ukraine (DT)"
198,www.promedmail.org/post/841295,"Cholera, diarrhea &amp; dysentery update 2011 (26): Asia"
960,www.promedmail.org/post/2202161,"Cholera, diarrhea &amp; dysentery update: Jul 2002 (03)"
71,www.promedmail.org/post/2198285,"Cholera, diarrhea &amp; dysentery update: July 2000"
242,www.promedmail.org/post/2197479,"Cholera, diarrhea &amp; dysentery update: Mar 2000"
838,www.promedmail.org/post/2208585,Classical swine fever - South Africa (04)
1152,www.promedmail.org/post/5225669,"Climate change, disease impact: Europe"
841,www.promedmail.org/post/1100103,"Clostridium difficile - Canada: (BC) nosocomial, fatal"
548,www.promedmail.org/post/804535,"Clostridium difficile - Canada: (ON) nosocomial, fatal, RFI"
321,www.promedmail.org/post/1054069,"Clostridium difficile - Panama: new strain, RFI"
676,www.promedmail.org/post/25587,Clostridium difficile - UK (England)
644,www.promedmail.org/post/7556,Clostridium difficile - UK (Scotland)
997,www.promedmail.org/post/3048383,"Clostridium difficile - UK: (Scotland) nosocomial, fatal, RFI"
119,www.promedmail.org/post/1243,"Clostridium difficile, canine - Canada (ON)"
710,www.promedmail.org/post/107578,"Clostridium difficile, fatal - Canada: (BC)"
371,www.promedmail.org/post/203597,"Clostridium difficile, fatal, nosocomial - Costa Rica: (SJ) RFI"
449,www.promedmail.org/post/2208013,"Clostridium difficile, increased virulence - UK (England)(02)"
172,www.promedmail.org/post/2208828,"Clostridium difficile, ribotype 027 - Belgium"
303,www.promedmail.org/post/36107,"Clostridium difficile, ribotype 027 - Finland"
118,www.promedmail.org/post/1265,"Clostridium difficile, ribotype 027 - France"
702,www.promedmail.org/post/92425,"Clostridium difficile, ribotype 027 - UK (03): (Scotland)"
725,www.promedmail.org/post/168760,"Clostridium difficile, ribotype 027 - UK: (England) fatal"
691,www.promedmail.org/post/56297,"Clostridium difficile, ribotype 027 - UK: (N. Ireland)"
362,www.promedmail.org/post/2920135,Conjunctivitis - India: (KA)
448,www.promedmail.org/post/4133819,"Conjunctivitis, viral - Fiji"
941,www.promedmail.org/post/1315584,"Contagious bovine pleuropneumonia - Gambia: (ND), OIE"
700,www.promedmail.org/post/2207679,Contagious equine metritis - UK: OIE
587,www.promedmail.org/post/2559364,Coral reef kill - Caribbean: bacteria
323,www.promedmail.org/post/2148945,"Corynebacterium, equine - USA: (AZ)"
834,www.promedmail.org/post/3333703,Counterfeit medications - worldwide
645,www.promedmail.org/post/9807,"Cowpox, human - Germany"
471,www.promedmail.org/post/4381665,Cyclosporiasis - UK: ex Mexico
499,www.promedmail.org/post/4680856,Dengue/DHF update (32): Americas
973,www.promedmail.org/post/2556752,"Diphtheria - Norway ex Mozambique: cutaneous, traveler"
278,www.promedmail.org/post/392175,"Disease situation, post-earthquake - Haiti (02)"
51,www.promedmail.org/post/2196105,"Drug resistance, Pneumococcus - Canada"
844,www.promedmail.org/post/1022870,"E. coli EHEC - Europe: (France, Germany, Denmark) O104"
979,www.promedmail.org/post/2826830,"E. coli EHEC - UK (13): (England) unpasteurized milk, alert, recall"
982,www.promedmail.org/post/2916149,"E. coli EHEC - UK (14): (England) O117:H7, MSM"
1068,www.promedmail.org/post/4047551,"E. coli EHEC - USA (05): (CA) O157, unpasteurized milk, alert, recall"
933,www.promedmail.org/post/2035603,E. coli EHEC - USA (29): (TN) unpasteurized milk
565,www.promedmail.org/post/2069413,"E. coli EHEC - USA (34): (TN) unpasteurized milk, O157, conf"
250,www.promedmail.org/post/737639,E. coli O104 - EU (07) &amp; USA
254,www.promedmail.org/post/748887,"E. coli O104 - EU (14): case update, neurological symptoms"
790,www.promedmail.org/post/749163,"E. coli O104 - EU (15): case update, EaggEC VTEC O104:H4 genetics"
972,www.promedmail.org/post/776248,"E. coli O104 - EU (28): update, France"
925,www.promedmail.org/post/2396852,"E. coli O104 - Germany: post outbreak surveillance, 2011-2013"
68,www.promedmail.org/post/2197927,"E. coli O157:H7, antibiotics contraindicated"
715,www.promedmail.org/post/131907,"E. coli VTEC non-O157, restaurant - USA (04): (OK), O111"
77,www.promedmail.org/post/2200002,"E. coli, ESBL - Canada (Ontario)"
1058,www.promedmail.org/post/2206131,"E. coli, ESBL - UK (Shropshire)"
1043,www.promedmail.org/post/2206147,"E. coli, ESBL - UK (Shropshire) (02)"
85,www.promedmail.org/post/2200748,"E. coli, strain common to UTI - USA"
756,www.promedmail.org/post/2190466,E. coli: superbug or mere sensation? (02)
9,www.promedmail.org/post/2190469,E. coli: superbug or mere sensation? (03)
10,www.promedmail.org/post/2190488,E. coli: superbug or mere sensation? (05)
11,www.promedmail.org/post/2190497,E. coli: superbug or mere sensation? (06)
460,www.promedmail.org/post/4222416,"Ebola update (40): Liberia, Sierra Leone, research, vaccines"
1011,www.promedmail.org/post/3390140,"Ebola update (73): WHO update, Sierra Leone, susp. research, vaccines, funding"
364,www.promedmail.org/post/3416971,"Ebola update (76): WHO update, data, guinea, response"
667,www.promedmail.org/post/2917097,"Ebola virus disease - ex Africa (28): USA nurses, E.Africa tourism down, opinion"
564,www.promedmail.org/post/4080818,"Elizabethkingia anophelis - USA (02): (WI) fatal, community acq., comment, RFI"
160,www.promedmail.org/post/4146997,"Elizabethkingia anophelis - USA (09): (WI) fatal, community acquired"
1076,www.promedmail.org/post/4174417,"Elizabethkingia anophelis - USA (12): (WI,IL) fatal, community acq"
458,www.promedmail.org/post/4187853,"Elizabethkingia anophelis - USA (14): (WI) fatal, community acquired"
1070,www.promedmail.org/post/4067424,"Elizabethkingia anophelis - USA: (WI) fatalities, community acquired, RFI"
116,www.promedmail.org/post/2209308,"Endotoxins, ophthalmic solution - USA: recall"
306,www.promedmail.org/post/1736926,"Enterobacter cloacae - Belize: (BZ) fatal, neonatal ICU"
