study_id,segment,code_identifiers,code_main,code_identifiers_link,mesh_drug_id,mesh_drug_definitions,mesh_drug_mn,mesh_drug_segment_name_class,mesh_drug_preferred_label,mesh_drug_class,mesh_drug_class_desc,mesh_drug_parent_id,mesh_drug_parent_name,mesh_drug_rank,atc_drug_preferred_label,atc_drug_id,atc_drug_parents_class_ids,atc_drug_rank,atc_drug_parent_name
16726,ertapenem,c,drug resisted,drug resisted; mic,c446479,NA,NA,preferred_label,ertapenem,c,supp,d047090,beta-lactams,drug name,ertapenem,c1120106,j01dh,drug_name,carbapenems
16726,doripenem,d,drug resisted,drug resisted; mic,c099245,NA,NA,preferred_label,doripenem,c,supp,d015780,carbapenems,drug name,doripenem,c0389169,j01dh,drug_name,carbapenems
16726,aminoglycosides,NA,drug resisted,NA,d000617,glycosylated compounds in which there is an amino substituent on the glycoside. some of them are clinically important antibiotics.,d09.408.051,preferred_label,aminoglycosides,d,desc,d006027,glycosides,drug group,aminoglycoside antibacterials,c0003233,j01,drug_group,antibacterials for systemic use
16726,fluoroquinolones,NA,drug resisted,NA,d024841,a group of quinolones with at least one fluorine atom and a piperazinyl group.,d03.633.100.810.835.322,preferred_label,fluoroquinolones,d,desc,d015363,quinolones,drug group,fluoroquinolones,c3542473,j01m,drug_group,quinolone antibacterials
16726,chloramphenicol,NA,drug resisted,NA,d002701,"an antibiotic first isolated from cultures of streptomyces venequelae in 1947 but now produced synthetically. it has a relatively simple structure and was the first broad-spectrum antibiotic to be discovered. it acts by interfering with bacterial protein synthesis and is mainly bacteriostatic. (from martindale, the extra pharmacopoeia, 29th ed, p106)",d02.455.426.559.389.565.175|d02.640.529.175|d02.033.455.706.300,preferred_label,chloramphenicol,d,desc,d011409|d009578,propylene glycols; nitrobenzenes,drug group,chloramphenicol,c0008168,s03aa|g01aa|d06ax|s02aa|j01ba|d10af|s01aa,drug_name,"antiinfectives; antibiotics, gynecological; other antibiotics for topical use in atc; antiinfectives; amphenicol antibacterials, systemic; antiinfectives for treatment of acne; antibiotics, ophthalmologic"
16726,sulfonamides,NA,drug resisted,NA,d013449,a group of compounds that contain the structure so2nh2.,d02.886.590.700|d02.065.884,preferred_label,sulfonamides,d,desc,d000577|d013450,amides; sulfones,drug group,sulfonamides,c3541963,a07a,drug_group,intestinal antiinfectives
16801,ampicillin,NA,drug resisted,NA,d000667,semi-synthetic derivative of penicillin that functions as an orally active broad-spectrum antibiotic.,d03.633.100.300.750.750.050|d02.065.589.099.750.750.050|d02.886.108.750.750.050,preferred_label,ampicillin,d,desc,d010400,penicillin g,drug group,ampicillin,c0002680,s01aa|j01ca,drug_name,"antibiotics, ophthalmologic; penicillins with extended spectrum"
16801,cefotaxime,NA,drug resisted,NA,d002439,semisynthetic broad-spectrum cephalosporin.,d03.633.100.300.249.190.190|d02.065.589.099.249.190.190|d02.886.665.074.190.190,preferred_label,cefotaxime,d,desc,d002505,cephacetrile,drug group,cefotaxime,c0007554,j01dd,drug_name,third-generation cephalosporins
16801,ceftazidime,NA,drug resisted,NA,d002442,"semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.",d03.633.100.300.249.210.150|d02.065.589.099.249.210.150|d02.886.665.074.210.150,preferred_label,ceftazidime,d,desc,d002509,cephaloridine,drug name,ceftazidime,c0007559,j01dd,drug_name,third-generation cephalosporins
16801,cefoxitin,NA,drug resisted,NA,d002440,a semisynthetic cephamycin antibiotic resistant to beta-lactamase.,d02.065.589.099.249.250.222|d03.633.100.300.249.250.222|d02.886.665.074.250.222,preferred_label,cefoxitin,d,desc,d002513,cephamycins,drug name,cefoxitin,c0007557,j01dc,drug_name,second-generation cephalosporins
16801,cefepime,NA,drug resisted,NA,c043266,NA,NA,preferred_label,cefepime,c,supp,d002511,cephalosporins,drug name,cefepime,c0055003,j01de,drug_name,fourth-generation cephalosporins
16801,aztreonam,NA,drug resisted,NA,d001398,"a monocyclic beta-lactam antibiotic originally isolated from chromobacterium violaceum. it is resistant to beta-lactamases and is used in gram-negative infections, especially of the meninges, bladder, and kidneys. it may cause a superinfection with gram-positive organisms.",d03.633.100.300.500.044|d03.383.411.350.044|d02.886.108.500.044|d02.065.589.099.500.044,preferred_label,aztreonam,d,desc,d008997,monobactams,drug name,aztreonam,c0004521,j01df,drug_name,monobactams
16801,imipenem,NA,drug resisted,NA,d015378,"semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.",d02.065.589.099.124.300.500|d03.633.100.300.124.300.500,preferred_label,imipenem,d,desc,d013845,thienamycins,drug name,imipenem and cilastatin,c0071972,j01dh,drug_name,carbapenems
16801,meropenem,NA,drug resisted,NA,c059500,NA,NA,preferred_label,meropenem,c,supp,d013845,thienamycins,drug name,meropenem,c0066005,j01dh,drug_name,carbapenems
16837,ethambutol,NA,drug resisted,NA,d004977,"an antitubercular agent that inhibits the transfer of mycolic acids into the cell wall of the tubercle bacillus. it may also inhibit the synthesis of spermidine in mycobacteria. the action is usually bactericidal, and the drug can penetrate human cell membranes to exert its lethal effect. (from smith and reynard, textbook of pharmacology, 1992, p863)",d02.092.782.258.368.265,preferred_label,ethambutol,d,desc,d005029,ethylenediamines,drug name,ethambutol,c0014964,j04ak,drug_name,other drugs for treatment of tuberculosis in atc
16897,trimethoprim-sulfamethoxazole,NA,drug resisted,NA,d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,synonyms,"trimethoprim, sulfamethoxazole drug combination",d,desc,d014295|d004338|d013420,trimethoprim; drug combinations; sulfamethoxazole,drug name,sulfamethoxazole and trimethoprim,c0041044,j01ee,drug_name,"combinations of sulfonamides and trimethoprim, incl. derivatives"
17068,imipenem,NA,drug resisted,NA,d015378,"semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.",d02.065.589.099.124.300.500|d03.633.100.300.124.300.500,preferred_label,imipenem,d,desc,d013845,thienamycins,drug name,imipenem and cilastatin,c0071972,j01dh,drug_name,carbapenems
17068,cefoxitin,NA,drug resisted,NA,d002440,a semisynthetic cephamycin antibiotic resistant to beta-lactamase.,d02.065.589.099.249.250.222|d03.633.100.300.249.250.222|d02.886.665.074.250.222,preferred_label,cefoxitin,d,desc,d002513,cephamycins,drug name,cefoxitin,c0007557,j01dc,drug_name,second-generation cephalosporins
17121,ciprofloxacin,NA,drug resisted,NA,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,d024841,fluoroquinolones,drug group,ciprofloxacin,c0008809,j01ma|s03aa|s01ae|s02aa,drug_name,"fluoroquinolone antibacterials, systemic; antiinfectives; fluoroquinolone antiinfectives, ophthalmologic; antiinfectives"
17121,imipenem,NA,drug resisted,NA,d015378,"semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.",d02.065.589.099.124.300.500|d03.633.100.300.124.300.500,preferred_label,imipenem,d,desc,d013845,thienamycins,drug name,imipenem and cilastatin,c0071972,j01dh,drug_name,carbapenems
17121,meropenem,NA,drug resisted,NA,c059500,NA,NA,preferred_label,meropenem,c,supp,d013845,thienamycins,drug name,meropenem,c0066005,j01dh,drug_name,carbapenems
17121,doripenem,NA,drug resisted,NA,c099245,NA,NA,preferred_label,doripenem,c,supp,d015780,carbapenems,drug name,doripenem,c0389169,j01dh,drug_name,carbapenems
17121,ceftazidime,NA,drug resisted,NA,d002442,"semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.",d03.633.100.300.249.210.150|d02.065.589.099.249.210.150|d02.886.665.074.210.150,preferred_label,ceftazidime,d,desc,d002509,cephaloridine,drug name,ceftazidime,c0007559,j01dd,drug_name,third-generation cephalosporins
17169,linezolid,a,drug resisted,drug resisted; mic,d000069349,an oxazolidinone and acetamide derived anti-bacterial agent and protein synthesis inhibitor that is used in the treatment of gram-positive bacterial infections of the skin and respiratory tract.,d03.383.129.462.600.550|d02.241.081.018.110.525|d02.065.064.463,preferred_label,linezolid,d,desc,d000081|d023303,acetamides; oxazolidinones,drug name,linezolid,c0663241,j01xx,drug_name,other antibacterials in atc
17169,clindamycin,b,drug resisted,drug resisted; mic,d002981,an antibacterial agent that is a semisynthetic analog of lincomycin.,d09.408.471.500.125|d03.383.773.532.500.125,preferred_label,clindamycin,d,desc,d008034,lincomycin,drug name,clindamycin,c0008947,j01ff|g01aa|d10af,drug_name,"lincosamides; antibiotics, gynecological; antiinfectives for treatment of acne"
17169,chloramphenicol,c,drug resisted,drug resisted; mic,d002701,"an antibiotic first isolated from cultures of streptomyces venequelae in 1947 but now produced synthetically. it has a relatively simple structure and was the first broad-spectrum antibiotic to be discovered. it acts by interfering with bacterial protein synthesis and is mainly bacteriostatic. (from martindale, the extra pharmacopoeia, 29th ed, p106)",d02.455.426.559.389.565.175|d02.640.529.175|d02.033.455.706.300,preferred_label,chloramphenicol,d,desc,d011409|d009578,propylene glycols; nitrobenzenes,drug group,chloramphenicol,c0008168,s03aa|g01aa|d06ax|s02aa|j01ba|d10af|s01aa,drug_name,"antiinfectives; antibiotics, gynecological; other antibiotics for topical use in atc; antiinfectives; amphenicol antibacterials, systemic; antiinfectives for treatment of acne; antibiotics, ophthalmologic"
17169,oxacillin,d,drug resisted,drug resisted; mic,d010068,an antibiotic similar to flucloxacillin used in resistant staphylococci infections.,d02.065.589.099.750.625|d03.633.100.300.750.625|d02.886.108.750.625,preferred_label,oxacillin,d,desc,d010406,penicillins,drug group,oxacillin,c0029983,j01cf,drug_name,beta-lactamase resistant penicillins
17169,penicillin,NA,drug resisted,NA,d010406,"a group of antibiotics that contain 6-aminopenicillanic acid with a side chain attached to the 6-amino group. the penicillin nucleus is the chief structural requirement for biological activity. the side-chain structure determines many of the antibacterial and pharmacological characteristics. (goodman and gilman's the pharmacological basis of therapeutics, 8th ed, p1065)",d03.633.100.300.750|d02.065.589.099.750|d02.886.108.750,synonyms,penicillins,d,desc,d047090,beta-lactams,drug group,combinations of penicillins,c2052681,j01cr,drug_name,"combinations of penicillins, incl. beta-lactamase inhibitors"
17169,cefoxitin,NA,drug resisted,NA,d002440,a semisynthetic cephamycin antibiotic resistant to beta-lactamase.,d02.065.589.099.249.250.222|d03.633.100.300.249.250.222|d02.886.665.074.250.222,preferred_label,cefoxitin,d,desc,d002513,cephamycins,drug name,cefoxitin,c0007557,j01dc,drug_name,second-generation cephalosporins
17169,gentamicin,NA,drug resisted,NA,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,d000617,aminoglycosides,drug group,gentamicin,c3854019,s01aa|s02aa|d06ax|j01gb|s03aa,drug_name,"antibiotics, ophthalmologic; antiinfectives; other antibiotics for topical use in atc; other aminoglycosides in atc; antiinfectives"
17169,"trimethoprim, sulfamethoxazole drug combination",NA,drug resisted,NA,d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,d014295|d004338|d013420,trimethoprim; drug combinations; sulfamethoxazole,drug name,sulfamethoxazole and trimethoprim,c0041044,j01ee,drug_name,"combinations of sulfonamides and trimethoprim, incl. derivatives"
17169,rifampicin,NA,drug resisted,NA,d012293,"a semisynthetic antibiotic produced from streptomyces mediterranei. it has a broad antibacterial spectrum, including activity against several forms of mycobacterium. in susceptible organisms it inhibits dna-dependent rna polymerase activity by forming a stable complex with the enzyme. it thus suppresses the initiation of rna synthesis. rifampin is bactericidal, and acts on both intracellular and extracellular organisms. (from gilman et al., goodman and gilman's the pharmacological basis of therapeutics, 9th ed, p1160)",d03.633.400.811.700|d04.345.295.750.700,synonyms,rifampin,d,desc,d012294,rifamycins,drug name,rifampicin,c0035608,j04ab,drug_name,"antibiotics, antitubercular"
172,linezolid,NA,drug resisted,NA,d000069349,an oxazolidinone and acetamide derived anti-bacterial agent and protein synthesis inhibitor that is used in the treatment of gram-positive bacterial infections of the skin and respiratory tract.,d03.383.129.462.600.550|d02.241.081.018.110.525|d02.065.064.463,preferred_label,linezolid,d,desc,d000081|d023303,acetamides; oxazolidinones,drug name,linezolid,c0663241,j01xx,drug_name,other antibacterials in atc
172,vancomycin,NA,drug resisted,NA,d014640,antibacterial obtained from streptomyces orientalis. it is a glycopeptide related to ristocetin that inhibits bacterial cell wall assembly and is toxic to kidneys and the inner ear.,d09.400.420.925|d12.644.233.925,preferred_label,vancomycin,d,desc,d006020,glycopeptides,drug name,vancomycin,c0042313,s01aa|j01xa|a07aa,drug_name,"antibiotics, ophthalmologic; glycopeptide antibacterials; antibiotics, intestinal"
17611,levofloxacin,a,drug resisted,drug resisted; mic,d064704,the l-isomer of ofloxacin.,d03.633.100.810.835.322.500.500,preferred_label,levofloxacin,d,desc,d015242,ofloxacin,drug name,levofloxacin,c0282386,j01ma|s01ae,drug_name,"fluoroquinolone antibacterials, systemic; fluoroquinolone antiinfectives, ophthalmologic"
17611,moxifloxacin,b,drug resisted,drug resisted; mic,c104727,NA,NA,preferred_label,moxifloxacin,c,supp,d024841,fluoroquinolones,drug name,moxifloxacin,c0536495,s01ae|j01ma,drug_name,"fluoroquinolone antiinfectives, ophthalmologic; fluoroquinolone antibacterials, systemic"
17649,oxacillin,NA,drug resisted,NA,d010068,an antibiotic similar to flucloxacillin used in resistant staphylococci infections.,d02.065.589.099.750.625|d03.633.100.300.750.625|d02.886.108.750.625,preferred_label,oxacillin,d,desc,d010406,penicillins,drug group,oxacillin,c0029983,j01cf,drug_name,beta-lactamase resistant penicillins
17649,gentamicin,NA,drug resisted,NA,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,d000617,aminoglycosides,drug group,gentamicin,c3854019,s01aa|s02aa|d06ax|j01gb|s03aa,drug_name,"antibiotics, ophthalmologic; antiinfectives; other antibiotics for topical use in atc; other aminoglycosides in atc; antiinfectives"
17649,"trimethoprim, sulfamethoxazole drug combination",NA,drug resisted,NA,d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,d014295|d004338|d013420,trimethoprim; drug combinations; sulfamethoxazole,drug name,sulfamethoxazole and trimethoprim,c0041044,j01ee,drug_name,"combinations of sulfonamides and trimethoprim, incl. derivatives"
17649,erythromycin,NA,drug resisted,NA,d004917,"a bacteriostatic antibiotic macrolide produced by streptomyces erythreus. erythromycin a is considered its major active component. in sensitive organisms, it inhibits protein synthesis by binding to 50s ribosomal subunits. this binding process inhibits peptidyl transferase activity and interferes with translocation of amino acids during translation and assembly of proteins.",d02.540.576.500.992,preferred_label,erythromycin,d,desc,d018942,macrolides,drug group,erythromycin,c0014806,s01aa|j01fa|d10af,drug_name,"antibiotics, ophthalmologic; macrolides; antiinfectives for treatment of acne"
17649,tetracycline,NA,drug resisted,NA,d013752,a naphthacene antibiotic that inhibits amino acyl trna binding during protein synthesis.,d04.615.562.900.875|d02.455.426.559.847.562.900.875,preferred_label,tetracycline,d,desc,d013754,tetracyclines,drug name,tetracycline,c0039644,s03aa|j01aa|s01aa|d06aa|s02aa|a01ab,drug_name,"antiinfectives; tetracyclines; antibiotics, ophthalmologic; tetracycline and derivatives, topical antibiotics; antiinfectives; antiinfectives and antiseptics for local oral treatment"
17649,ciprofloxacin,NA,drug resisted,NA,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,d024841,fluoroquinolones,drug group,ciprofloxacin,c0008809,j01ma|s03aa|s01ae|s02aa,drug_name,"fluoroquinolone antibacterials, systemic; antiinfectives; fluoroquinolone antiinfectives, ophthalmologic; antiinfectives"
17649,amikacin,NA,drug resisted,NA,d000583,a broad-spectrum antibiotic derived from kanamycin. it is reno- and oto-toxic like the other aminoglycoside antibiotics.,d09.408.051.476.060,preferred_label,amikacin,d,desc,d007612,kanamycin,drug name,amikacin,c0002499,s01aa|d06ax|j01gb,drug_name,"antibiotics, ophthalmologic; other antibiotics for topical use in atc; other aminoglycosides in atc"
17649,ampicillin,NA,drug resisted,NA,d000667,semi-synthetic derivative of penicillin that functions as an orally active broad-spectrum antibiotic.,d03.633.100.300.750.750.050|d02.065.589.099.750.750.050|d02.886.108.750.750.050,preferred_label,ampicillin,d,desc,d010400,penicillin g,drug group,ampicillin,c0002680,s01aa|j01ca,drug_name,"antibiotics, ophthalmologic; penicillins with extended spectrum"
17649,cefazolin,NA,drug resisted,NA,d002437,a semisynthetic cephalosporin analog with broad-spectrum antibiotic action due to inhibition of bacterial cell wall synthesis. it attains high serum levels and is excreted quickly via the urine.,d02.065.589.099.249.160|d02.886.665.074.160|d03.633.100.300.249.160,preferred_label,cefazolin,d,desc,d002511,cephalosporins,drug name,cefazolin,c0007546,j01db,drug_name,first-generation cephalosporins
17819,linezolid,NA,drug resisted,NA,d000069349,an oxazolidinone and acetamide derived anti-bacterial agent and protein synthesis inhibitor that is used in the treatment of gram-positive bacterial infections of the skin and respiratory tract.,d03.383.129.462.600.550|d02.241.081.018.110.525|d02.065.064.463,preferred_label,linezolid,d,desc,d000081|d023303,acetamides; oxazolidinones,drug name,linezolid,c0663241,j01xx,drug_name,other antibacterials in atc
1786,ceftriaxone,g,drug resisted,drug resisted; mic,d002443,"a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.",d03.633.100.300.249.190.190.155|d02.065.589.099.249.190.190.155|d02.886.665.074.190.190.155,preferred_label,ceftriaxone,d,desc,d002439,cefotaxime,drug name,ceftriaxone,c0007561,j01dd,drug_name,third-generation cephalosporins
1786,cefepime,h,drug resisted,drug resisted; mic,c043266,NA,NA,preferred_label,cefepime,c,supp,d002511,cephalosporins,drug name,cefepime,c0055003,j01de,drug_name,fourth-generation cephalosporins
1786,imipenem,i,drug resisted,drug resisted; mic,d015378,"semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.",d02.065.589.099.124.300.500|d03.633.100.300.124.300.500,preferred_label,imipenem,d,desc,d013845,thienamycins,drug name,imipenem and cilastatin,c0071972,j01dh,drug_name,carbapenems
1786,meropenem,j,drug resisted,drug resisted; mic,c059500,NA,NA,preferred_label,meropenem,c,supp,d013845,thienamycins,drug name,meropenem,c0066005,j01dh,drug_name,carbapenems
1786,ertapenem,k,drug resisted,drug resisted; mic,c446479,NA,NA,preferred_label,ertapenem,c,supp,d047090,beta-lactams,drug name,ertapenem,c1120106,j01dh,drug_name,carbapenems
1786,"piperacillin, tazobactam drug combination",l,drug resisted,drug resisted; mic,c085143,NA,NA,preferred_label,"piperacillin, tazobactam drug combination",c,supp,d010397/q000031|d010878,penicillanic acid; piperacillin,drug name,piperacillin and beta-lactamase inhibitor,c3653018,j01cr,drug_name,"combinations of penicillins, incl. beta-lactamase inhibitors"
1786,gentamicin,m,drug resisted,drug resisted; mic,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,d000617,aminoglycosides,drug group,gentamicin,c3854019,s01aa|s02aa|d06ax|j01gb|s03aa,drug_name,"antibiotics, ophthalmologic; antiinfectives; other antibiotics for topical use in atc; other aminoglycosides in atc; antiinfectives"
1786,amoxycillin,a,drug resisted,drug resisted; mic,d000658,a broad-spectrum semisynthetic antibiotic similar to ampicillin except that its resistance to gastric acid permits higher serum levels with oral administration.,d02.065.589.099.750.750.050.050|d02.886.108.750.750.050.050|d03.633.100.300.750.750.050.050,synonyms,amoxicillin,d,desc,d000667,ampicillin,drug group,amoxicillin,c0002645,j01ca,drug_name,penicillins with extended spectrum
1786,cefazolin,b,drug resisted,drug resisted; mic,d002437,a semisynthetic cephalosporin analog with broad-spectrum antibiotic action due to inhibition of bacterial cell wall synthesis. it attains high serum levels and is excreted quickly via the urine.,d02.065.589.099.249.160|d02.886.665.074.160|d03.633.100.300.249.160,preferred_label,cefazolin,d,desc,d002511,cephalosporins,drug name,cefazolin,c0007546,j01db,drug_name,first-generation cephalosporins
1786,cefuroxime,c,drug resisted,drug resisted; mic,d002444,"broad-spectrum cephalosporin antibiotic resistant to beta-lactamase. it has been proposed for infections with gram-negative and gram-positive organisms, gonorrhea, and haemophilus.",d03.633.100.300.249.190.190.165|d02.065.589.099.249.190.190.165|d02.886.665.074.190.190.165,preferred_label,cefuroxime,d,desc,d002439,cefotaxime,drug name,cefuroxime,c0007562,j01dc|s01aa,drug_name,"second-generation cephalosporins; antibiotics, ophthalmologic"
1786,ceftazidime,d,drug resisted,drug resisted; mic,d002442,"semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.",d03.633.100.300.249.210.150|d02.065.589.099.249.210.150|d02.886.665.074.210.150,preferred_label,ceftazidime,d,desc,d002509,cephaloridine,drug name,ceftazidime,c0007559,j01dd,drug_name,third-generation cephalosporins
1786,cefotaxime,e,drug resisted,drug resisted; mic,d002439,semisynthetic broad-spectrum cephalosporin.,d03.633.100.300.249.190.190|d02.065.589.099.249.190.190|d02.886.665.074.190.190,preferred_label,cefotaxime,d,desc,d002505,cephacetrile,drug group,cefotaxime,c0007554,j01dd,drug_name,third-generation cephalosporins
1786,cefotaxime,f,drug resisted,drug resisted; mic,d002439,semisynthetic broad-spectrum cephalosporin.,d03.633.100.300.249.190.190|d02.065.589.099.249.190.190|d02.886.665.074.190.190,preferred_label,cefotaxime,d,desc,d002505,cephacetrile,drug group,cefotaxime,c0007554,j01dd,drug_name,third-generation cephalosporins
17942,oxacillin,NA,drug resisted,NA,d010068,an antibiotic similar to flucloxacillin used in resistant staphylococci infections.,d02.065.589.099.750.625|d03.633.100.300.750.625|d02.886.108.750.625,preferred_label,oxacillin,d,desc,d010406,penicillins,drug group,oxacillin,c0029983,j01cf,drug_name,beta-lactamase resistant penicillins
1806,ceftazidime,a,drug resisted,drug resisted; mic,d002442,"semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.",d03.633.100.300.249.210.150|d02.065.589.099.249.210.150|d02.886.665.074.210.150,preferred_label,ceftazidime,d,desc,d002509,cephaloridine,drug name,ceftazidime,c0007559,j01dd,drug_name,third-generation cephalosporins
18073,metronidazole,b,drug resisted,drug resisted; mic,d008795,"a nitroimidazole used to treat amebiasis; vaginitis; trichomonas infections; giardiasis; anaerobic bacteria; and treponemal infections. it has also been proposed as a radiation sensitizer for hypoxic cells. according to the fourth annual report on carcinogens (ntp 85-002, 1985, p133), this substance may reasonably be anticipated to be a carcinogen (merck, 11th ed).",d03.383.129.308.658.500|d02.640.672.500,preferred_label,metronidazole,d,desc,d009593,nitroimidazoles,drug name,metronidazole,c0025872,a01ab|g01af|d06bx|p01ab|j01xd,drug_name,"antiinfectives and antiseptics for local oral treatment; imidazole derivatives, gyncological antiinfectives; other chemotherapeutics in atc; nitroimidazole derivatives, antiprotozoal agents against amoebiasis and other protozoal diseases; imidazole derivatives, antibacterial for systemic use"
18073,clindamycin,c,drug resisted,drug resisted; mic,d002981,an antibacterial agent that is a semisynthetic analog of lincomycin.,d09.408.471.500.125|d03.383.773.532.500.125,preferred_label,clindamycin,d,desc,d008034,lincomycin,drug name,clindamycin,c0008947,j01ff|g01aa|d10af,drug_name,"lincosamides; antibiotics, gynecological; antiinfectives for treatment of acne"
18073,ertapenem,d,drug resisted,drug resisted; mic,c446479,NA,NA,preferred_label,ertapenem,c,supp,d047090,beta-lactams,drug name,ertapenem,c1120106,j01dh,drug_name,carbapenems
18073,meropenem,e,drug resisted,drug resisted; mic,c059500,NA,NA,preferred_label,meropenem,c,supp,d013845,thienamycins,drug name,meropenem,c0066005,j01dh,drug_name,carbapenems
18073,"piperacillin, tazobactam drug combination",a,drug resisted,drug resisted; mic,c085143,NA,NA,preferred_label,"piperacillin, tazobactam drug combination",c,supp,d010397/q000031|d010878,penicillanic acid; piperacillin,drug name,piperacillin and beta-lactamase inhibitor,c3653018,j01cr,drug_name,"combinations of penicillins, incl. beta-lactamase inhibitors"
18141,mannitol,NA,drug resisted,NA,d008353,"a diuretic and renal diagnostic aid related to sorbitol. it has little significant energy value as it is largely eliminated from the body before any metabolism can take place. it can be used to treat oliguria associated with kidney failure or other manifestations of inadequate renal function and has been used for determination of glomerular filtration rate. mannitol is also commonly used as a research tool in cell biological studies, usually to control osmolarity.",d02.033.800.609|d09.853.609,preferred_label,mannitol,d,desc,d013402,sugar alcohols,drug group,mannitol,c0024730,b05cx|a06ad|b05bc|v04cx|r05cb,drug_name,other irrigating solutions in atc; osmotically acting laxatives; solutions producing osmotic diuresis; other diagnostic agents in atc; mucolytics
18141,ceftriaxone,NA,drug resisted,NA,d002443,"a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.",d03.633.100.300.249.190.190.155|d02.065.589.099.249.190.190.155|d02.886.665.074.190.190.155,preferred_label,ceftriaxone,d,desc,d002439,cefotaxime,drug name,ceftriaxone,c0007561,j01dd,drug_name,third-generation cephalosporins
